value__ratio_value_number_to_time_series_length#1#-0.07880267653447531#1.4263322384697938#0.7409537926134893#0.5008605851979346
value__ratio_value_number_to_time_series_length#2#0.6408353968185787#3571.0594036493467#0.4508111843238154#0.9302925989672978
value__percentage_of_reoccurring_values_to_all_values#2#0.6414858054725001#3540.903091306615#0.4681775112825017#0.9302925989672978
value__ratio_value_number_to_time_series_length#3#0.6739863676205939#4154.505839036469#0.4266496277853753#0.9578313253012049
value__percentage_of_reoccurring_values_to_all_values#3#0.6177607732166038#3243.9981567407217#0.4843284182886245#0.9578313253012049
value__sample_entropy#3#0.5313295385534741#1905.790073220442#0.5935808949855405#0.9578313253012049
value__ratio_value_number_to_time_series_length#4#0.6739863676205939#4154.505839036469#0.4266496277853753#0.9578313253012049
value__percentage_of_reoccurring_values_to_all_values#4#0.6177607732166038#3243.9981567407217#0.4843284182886245#0.9578313253012049
value__sample_entropy#4#0.5313295385534741#1905.790073220442#0.5935808949855405#0.9578313253012049
value__agg_autocorrelation__f_agg_"var"__maxlag_40#4#0.43971499110156037#1229.65438011909#0.7409280348400707#0.9578313253012049
value__ratio_value_number_to_time_series_length#5#0.6521985129830519#3663.029160230015#0.44552888509927663#0.9802065404475043
value__percentage_of_reoccurring_values_to_all_values#5#0.5821817650907639#2692.838804850732#0.5217733129465858#0.9802065404475043
value__sample_entropy#5#0.5701337130148326#2387.5709937081956#0.5399290240198288#0.9802065404475043
value__agg_autocorrelation__f_agg_"var"__maxlag_40#5#0.4946078613342889#1630.34265294831#0.6485136247380714#0.9802065404475043
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#5#0.4605957696712665#1510.1568664133883#0.6957536078588707#0.9802065404475043
value__ratio_value_number_to_time_series_length#6#0.657978462349939#3868.1184864745337#0.43807236143692785#0.9819277108433735
value__percentage_of_reoccurring_values_to_all_values#6#0.5878731572993344#2812.0558973836014#0.5136843521453738#0.9819277108433735
value__sample_entropy#6#0.5656568147306448#2343.9630629028707#0.5448283792313441#0.9819277108433735
value__agg_autocorrelation__f_agg_"var"__maxlag_40#6#0.4816292332695106#1539.8090970594792#0.6672879031311064#0.9819277108433735
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#6#0.45764934091125226#1480.7315740382423#0.7004625242252809#0.9819277108433735
value__approximate_entropy__m_2__r_0.7#6#0.4085520687527807#1273.428236169253#0.759387911181974#0.9819277108433735
value__ratio_value_number_to_time_series_length#7#0.65854906988025#3876.194038273283#0.4375189912224028#0.9810671256454389
value__percentage_of_reoccurring_values_to_all_values#7#0.5922176971001103#2880.457691488523#0.5090654083576891#0.9810671256454389
value__sample_entropy#7#0.5590595898722783#2268.9277272323106#0.5524466558680718#0.9810671256454389
value__agg_autocorrelation__f_agg_"var"__maxlag_40#7#0.4866821373259417#1568.4169306753013#0.6605388758136246#0.9810671256454389
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#7#0.45805943496270063#1500.0024705667286#0.6982848266493319#0.9810671256454389
value__approximate_entropy__m_2__r_0.7#7#0.40412178539139676#1249.71019587114#0.7670576059190031#0.9810671256454389
value__percentage_of_reoccurring_datapoints_to_all_datapoints#7#0.4623542578664822#1570.9515504348412#0.6768110299486951#0.9810671256454389
value__ratio_value_number_to_time_series_length#8#0.6576861644460035#3862.268780873887#0.4391753763754516#0.9724612736660929
value__percentage_of_reoccurring_values_to_all_values#8#0.6001950930044598#2987.1082978173595#0.5008453267921337#0.9724612736660929
value__sample_entropy#8#0.54904442984815#2150.013506114788#0.5660860053785035#0.9724612736660929
value__agg_autocorrelation__f_agg_"var"__maxlag_40#8#0.47023640008761075#1439.9451042984617#0.6878828567257481#0.9724612736660929
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#8#0.45270270051482686#1482.9686539403222#0.7043821053840298#0.9724612736660929
value__approximate_entropy__m_2__r_0.7#8#0.39673299137949397#1200.675601351865#0.77834171362464#0.9724612736660929
value__percentage_of_reoccurring_datapoints_to_all_datapoints#8#0.474809513671653#1671.4970527116473#0.6583839252601891#0.9724612736660929
value__time_reversal_asymmetry_statistic__lag_2#8#0.41020790629263354#1203.6845491134936#0.7677891226926197#0.9724612736660929
value__ratio_value_number_to_time_series_length#9#0.6459564288543823#3559.5922659337843#0.4494854685769172#0.9776247848537005
value__percentage_of_reoccurring_values_to_all_values#9#0.581910267959001#2690.3635076411397#0.522107339925338#0.9776247848537005
value__sample_entropy#9#0.5647411873655938#2326.008150946181#0.5454939447382295#0.9776247848537005
value__agg_autocorrelation__f_agg_"var"__maxlag_40#9#0.49291196008276433#1598.1611741398085#0.6523035991316507#0.9776247848537005
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#9#0.45613761418709575#1489.5391818475337#0.700809280640167#0.9776247848537005
value__approximate_entropy__m_2__r_0.7#9#0.4005460543401721#1226.6538336272536#0.7767067224531894#0.9776247848537005
value__percentage_of_reoccurring_datapoints_to_all_datapoints#9#0.45393367267007084#1492.7493133232124#0.6906613451702721#0.9776247848537005
value__time_reversal_asymmetry_statistic__lag_2#9#0.4095038794358336#1198.7670225341742#0.767515269106743#0.9776247848537005
value__approximate_entropy__m_2__r_0.5#9#0.391862770537734#1090.7652018811466#0.7936890490937212#0.9776247848537005
value__ratio_value_number_to_time_series_length#10#0.650341554577154#3635.6418911856545#0.4470908466504713#0.9724612736660929
value__percentage_of_reoccurring_values_to_all_values#10#0.5883276914695147#2771.1823206574004#0.5152393660917548#0.9724612736660929
value__sample_entropy#10#0.5627478101314037#2314.2938657678556#0.5481310521804497#0.9724612736660929
value__agg_autocorrelation__f_agg_"var"__maxlag_40#10#0.4826406817356531#1521.2063192154528#0.668638276974246#0.9724612736660929
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#10#0.4558885712593108#1485.0637792665673#0.7017867432438676#0.9724612736660929
value__approximate_entropy__m_2__r_0.7#10#0.39511557462657737#1200.177259734927#0.7824498005416242#0.9724612736660929
value__percentage_of_reoccurring_datapoints_to_all_datapoints#10#0.4609673755437789#1549.1246372153325#0.6801885784840429#0.9724612736660929
value__time_reversal_asymmetry_statistic__lag_2#10#0.41204167162899963#1210.55289653798#0.7646172660518719#0.9724612736660929
value__approximate_entropy__m_2__r_0.5#10#0.3791515534372471#1022.7116925557539#0.8152685188503643#0.9724612736660929
value__binned_entropy__max_bins_10#10#0.4082288091324893#1244.559886118798#0.7712605699783105#0.9724612736660929
value__ratio_value_number_to_time_series_length#11#0.6420747641126308#3464.235800738987#0.4552105846609167#0.9776247848537005
value__percentage_of_reoccurring_values_to_all_values#11#0.5753718712786717#2597.00866554903#0.5300969676043115#0.9776247848537005
value__sample_entropy#11#0.5721330381788161#2434.937337143184#0.5361833113109655#0.9776247848537005
value__agg_autocorrelation__f_agg_"var"__maxlag_40#11#0.4965298348535894#1649.8998212169736#0.6448337746820874#0.9776247848537005
value__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0#11#0.45535808550223067#1482.394537041723#0.7023897069897548#0.9776247848537005
value__approximate_entropy__m_2__r_0.7#11#0.4035498010263258#1244.870133218389#0.769998067649501#0.9776247848537005
value__percentage_of_reoccurring_datapoints_to_all_datapoints#11#0.4473601665761996#1447.4668240415708#0.7019244453442111#0.9776247848537005
value__time_reversal_asymmetry_statistic__lag_2#11#0.4112884372256914#1218.6072331755986#0.7632456819188096#0.9776247848537005
value__approximate_entropy__m_2__r_0.5#11#0.39021916949852603#1083.8002195547467#0.7948265819677911#0.9776247848537005
value__binned_entropy__max_bins_10#11#0.41153581987942844#1260.7360546119855#0.764504845743477#0.9776247848537005
value__approximate_entropy__m_2__r_0.3#11#0.4095931702573919#1126.5905105009306#0.7779922301318065#0.9776247848537005
value__ratio_value_number_to_time_series_length#12#0.6410382158267512#3394.1509872807555#0.45745342790430993#0.9767641996557659
value__percentage_of_reoccurring_values_to_all_values#12#0.5754756513169408#2557.8985888566076#0.5318175748349422#0.9767641996557659
value__sample_entropy#12#0.5781753012953801#2492.4708768352566#0.5306645427352167#0.9767641996557659
